material_id,pretty_formula
mp-555251,SiO2
mp-1218017,Ta5S8
mp-1225662,Er4SiNi3
mp-20973,Ce2S3
mp-28760,KRbS
mp-1186695,Pr2TlHg
mp-23910,CrHO2
mp-18773,WO3
mp-636978,KCuCl3
mp-850332,V4(OF3)3
mp-1209288,PrTeAs
mp-977418,LiMgAu2
mp-1009083,MgSnP2
mp-561664,TeF4
mp-674459,NaErF4
mp-1001606,LuFeC2
mp-2809,Sb2S3
mp-976047,Li3Hg
mp-1225367,Eu2CuSi3
mp-11703,KSbS2
mp-1025357,Lu2Fe2Si2C
mp-1188408,Zr5Sn3B
mp-21508,Y2Pd2Pb
mp-1216034,ZnIn2Cu2S5
mp-27927,NbAlO4
mp-1208220,Ti5Sn3Au
mp-12742,MgPd3
mp-20745,Pb
mp-1206668,DyNiAs
mp-1221847,Mn5Fe5C4
mp-28295,CsIO3
mp-675244,Yb(NdS2)2
mp-1206799,Ba(GaH)2
mp-1069297,Tb2AlNi2
mp-23116,CuBiSeO
mp-10688,CeO
mp-570910,Rb2CrCl4
mp-1038779,MgAl
mp-1187198,SrMg2
mp-1218741,Sr2NbFeO6
mp-1218845,Sr2Eu3Ge10
mp-1080552,SrHg3
mp-7959,KErO2
mp-1104372,Nb6Zn7
mp-16044,Ca(As2Rh3)2
mp-555331,KGdPdO3
mp-1105333,La3Bi4Au3
mp-1173559,NaNO2
mp-1228150,Ba3LaNb3O12
mp-24040,CrHO2
mp-865995,YbSnAu2
mp-1227910,BaLa(FeO3)2
mp-1208889,Sr2DyTaO6
mp-1220342,Nb6GaSn
mp-571324,CNCl
mp-34078,H3ClO
mp-753662,K2Mg2O3
mp-1025553,EuSi2Ni
mp-2885,Ga(MoS2)4
mp-23456,CrBiO3
mp-862705,AlZnIr2
mp-1227272,Be4AlFe
mp-27410,Sn4P3
mp-560,TmAu2
mp-5323,CeAlO3
mp-1228298,Ba3SrTl2Cu2HgO10
mp-1113403,Rb2DyCuCl6
mp-11714,SiC
mp-865654,Y2TlAg
mvc-15503,Mg2Ni3O8
mp-1114283,CsK2AlF6
mp-568536,BaI2
mp-864685,Nd2In8Pd
mp-20224,GdInPd
mp-11697,TaSb2
mp-8883,GaAs
mp-1222110,MnGa2Ni9
mp-625477,Eu(HO)3
mp-11415,Sm9Ga4
mp-3191,Ho(FeSi)2
mp-1225214,EuAl3Ag2
mp-867107,BeSiOs2
mp-1027404,Mo3W(Se3S)2
mp-1223801,La2Mn3CuGe4
mp-976976,MgPd5
mp-758665,Li2CrO4
mp-1222152,Mg2ZnSb2
mp-643036,BaHBrO
mp-1223976,In3SbTe2
mp-978992,SnH4
mp-1575,CaC2
mp-1224357,Ho4MnGe8
mp-1218181,SrNdCoRuO6
mp-850223,Fe3OF5
mp-1274308,Sr2CoWO6
mp-1095273,BaGdCuTe3
mp-1205407,Sm3Rh
mp-1113030,Cs2KTlBr6
mp-865473,VBr3
mp-1215658,ZnFe4CoO8
mp-974790,Rb5Tl11Cd2
mp-1188469,La5Ge3
mp-20133,NbCrN
mp-9198,Fe(SiP)4
mp-1218456,Sr4NbCoO8
mp-546757,Sn3PO4F3
mp-1187524,TbGdIr2
mp-1187486,Tl3Sb
mp-754139,Li2Cr3TeO8
mp-985831,HfSe2
mvc-8050,MgCu(GeO3)2
mp-1187718,Y2CuOs
mp-1247182,MgTiCrS4
mp-8347,BaMnS2
mp-10348,LaSc3(BO3)4
mp-1003314,KMn2O4
mp-20488,CrF4
mp-1218722,Sr2Pr2CrNiO8
mp-29980,Nb4B3C2
mp-768906,YBrO
mp-1223036,LaB4(IrOs)2
mp-867911,ScCdPd2
mp-1205552,Nd2Pd2Pb
mp-989402,Sr6In2NF
mp-541912,ZrBrN
mp-1215471,Zr2HC
mp-569911,Cr2B2Ir
mp-13510,Ho4In(NiGe2)2
mp-1212296,Ho3Fe2Si3
mp-675590,Cu6BiS6
mp-756597,Li2HfO3
mp-30774,MgNi2Sn
mp-1186878,Ta2Mo2O11
mp-1227496,Ca2GdTaO6
mp-13570,Mg(ScGa)2
mp-1105642,TbFe4(CuO4)3
mp-1183437,BaEu2Mn2O7
mp-1181506,DyVSb3
mp-1103360,Rb3NiO2
mp-19774,Eu(CdSb)2
mp-9844,BaAl2B2O7
mp-1027379,Te2Mo3WS6
mp-1095583,DyGaPt
mp-29751,CsMgI3
mp-1147560,KY(CuO2)2
mp-756244,CaEu2O3
mp-1221955,MgInGaO4
mp-1103143,SmAsPt
mp-841,Li2O2
mp-1205744,Y2MgGa2
mp-30980,NaYO2
mp-7476,RbDyO2
mp-558441,NaZr2VF11
mp-19136,TbFe3(BO3)4
mp-11674,Al2Se3
mp-1183614,CaCeZn2
mp-862795,CaLaAg2
mp-978846,SnI2
mp-2610,Tb5Ge3
mvc-14163,CaMoF5
mp-777398,Co6OF11
mp-546679,Nd2AlNO3
mp-1104554,Mo6PbS8
mp-1187604,TmGaCu2
mp-1186515,PrCuO3
mp-29139,NaAuSe2
mp-31171,Zn2AgAu
mp-1095124,TaCo3
mp-1220578,Nb5Ni(B2Ru5)2
mp-1221407,Mn5Fe5Si6
mp-19967,LuMnSi
mp-976707,H4CN2O
mp-561500,Cs2NaVF6
mp-1217715,Tb2Ga5Cu3
mp-1222926,LaCuSi2Ni
mp-570930,Bi2Pb2Se5
mp-978100,Pr2InAg
mp-8743,HoCoSi2
mp-800,TmB2
mp-8121,SmCuSi
mp-1001024,Y2MgS4
mp-3879,Ba2CuF6
mp-1189965,TiH8(NF3)2
mp-2096,YbMg2
mp-1103146,TmBPt2
mp-21171,MnGaCo2
mp-1112188,K2AlInF6
mp-568964,La3MgBi5
mp-1101862,NaBH4
mp-1227717,Ca2In3Cu
mp-1217949,TaNb2FeSe10
mp-38322,Mg(IO3)2
mp-753013,Co3TeO8
mp-570880,RuCl3
mp-1185418,LiZnPt2
mp-975275,RbNa2Sb
mp-1106052,Dy2Al3Fe14
mp-1225832,Cu2SnS3
mp-1224295,HfTa5B4
mp-1518644,KSrHfBiO6
mp-1095320,LuBPt2
mp-1217780,Ta2Co3Ge
mp-15796,LiHoSe2
mp-1094267,Zr3Sn
mp-20813,Ba2MnReO6
mp-541823,TlCr5S8
mp-30771,Lu6Ni2Sn
mp-20746,YbIn2Au
mp-1018150,NbTe2
mp-1182123,BaSb2
mp-29069,Na(CuS)4
mp-755110,Cs2MnO4
mp-18854,Sr2CrO4
mp-28473,CClF3
mp-1225828,Eu2(AlAg)5
mp-568974,Ca(CuSn)2
mp-1245848,Sb4S3N2
mp-21144,TbCoGe
mp-1104125,Y2CdSe4
mvc-14156,MgCuF5
mp-1105684,Tb2Te3
mp-553374,Cs4Sb2O5
mp-1225607,Er2MnGe4
mp-2717,Zr2Ni7
mp-646926,GdRu2
mp-504751,AsHPbO4
mp-1223998,In(BiSe2)3
mp-1103389,Sr3Ta2ZnO9
mp-1111040,Rb2HgBiI6
mp-1221085,NaCe(MoO4)2
mp-1227112,CaPb3Se4
mp-975646,PrZnSbO
mp-13917,LiCaGe2
mp-555746,InAg3(PO4)2
mp-1112122,Cs2RbSbCl6
mp-755188,LiFe2F5
mp-5470,AgPS3
mp-11283,ZrBe5
mp-1210237,NaEuCu2F8
mp-675651,MgPS3
mp-626788,ReH3O5
mp-1178187,Hf2N2O
mp-756861,LiLa4Ti3O12
mp-1097061,CaTlF3
mp-1018714,HfGaCu
mp-7219,Na2ZrSe3
mp-864635,Ag2Cl3
mp-1222857,LaMg11Al
mp-30339,ErAg2
mp-1226272,CrNiPO5
mp-556104,La2CrO6
mp-1216600,V(CrTe2)2
mp-1247390,Ba2SrN2
mp-656,LuS
mp-10897,PrAl2Ni3
mp-1025010,Be5Fe
mp-9486,K2AlF5
mp-2418,PdSe2
mp-1112119,Cs2RbScBr6
mp-1221530,MnZn4S5
mp-8919,ErPPd
mp-1112612,Cs2CuAsCl6
mp-1209801,Pr3Ge5
mp-1078540,Ni6Ge2B
mp-1188237,Tm3Ir
mp-23152,Bi
mp-21246,Ba2Pb
mp-1207177,TbBiPd
mp-1184642,Ho2ZnCu
mp-9813,WS2
mp-1216592,TlSbSe2
mp-850206,V3(O2F)2
mp-1184008,Cu3As
mp-1216153,Y2CrFeO6
mp-27490,Te2AuCl
mp-569724,ErAgSn
mp-11359,Ga2Cu
mp-861624,LiLaHg2
mp-755529,SbPHO5
mp-23933,AlH3
mp-7609,SbOF
mp-1216081,Y2Ga3Cu
mp-18192,Sr3Sn5
mp-10881,Ce3AlN
mp-1185616,Mn2CrSi
mp-1218583,Sr4Fe2CoNiO12
mp-1226202,Cs2CaP2O7
mp-568864,RbCrCl3
mp-1067236,CdPt3
mp-1227569,Ca2LaRuO6
mp-1184535,GdHoIr2
mp-675179,Ba3Bi2F12
mp-1215621,YbGeAu
mp-10785,RbLuSe2
mp-13435,CeMgNi4
mp-1079553,CeInRh
mp-867475,TaSnRu2
mp-1226998,Ce4Ni3Pt
mp-795,LiSi
mp-1072982,GdGe2
mp-1184339,Eu2ZnRh
mp-10062,Ba2NdNb(CuO4)2
mp-1221670,MnCdHgTe3
mp-1223745,HoMnFe
mp-774910,LiSb(TeO4)3
mvc-5634,Ca2CuIrO6
mp-1221165,Na4H4PdPt
mp-1078820,DyMgAg
mp-1275776,Ca2Mn2O5
mp-568050,Ca3SiBr2
mp-1187948,Zn3Ni
mp-999336,NdPd
mp-1189141,Ho5Pt3
mp-1095196,HfGeOs
mp-1111327,K3TbCl6
mp-16291,NaZr2PdF11
mp-1208952,ScTaN2
mp-1224715,Fe2(PdAu)3
mp-1226926,Ce(Co5Mo)2
mp-757500,Li4VFe(WO6)2
mp-1232112,Tb2MgS4
mp-1226534,CeNdN2
mp-1223961,InAgTeSe
mp-31094,Tb2FeSi2
mp-849459,Li2FeO2F
mp-997007,AgPtO2
mp-1181502,CsO2
mp-1218832,Sr2EuFeO5
mp-754107,Y(BiO2)3
mp-1189015,Er5Si3C
mp-1217107,Ti4CN3
mp-21289,TiZn3
mp-1186974,Sc3Tl
mp-976326,NaInAg2
mp-1221363,Mn5Sb4
mp-1221660,MnAl2Cu
mp-1217726,Tb2VFeO6
mp-4808,NdAgSn
mp-776264,LiFeF4
mp-1209388,Sc2InAu2
mp-1213256,CsEuCl3
mp-1173964,Li3Mn2O5
mp-11388,GaIr
mp-1207742,Y2OsC2
mp-1078519,LaSb2Pd
mp-1183647,CdAg3
mp-29779,Lu3Ni2Ge3
mp-1023942,Te2W
mp-28513,Pb(ClO3)2
mp-1205657,Gd2MgNi2
mp-1225300,Dy2Al3Co
mp-1105869,Tm5Pt3
mp-1080590,DyAu3
mp-10955,Sn(HgSe2)2
mp-867236,Tb2IrPd
mp-1094434,Mg5Zn
mp-11771,CoCu2SnSe4
mp-182,SrGa2
mp-1105830,Zr2CuH5
mp-1213119,Dy2Cu(SiO3)4
mp-15065,Cu(IrS2)2
mp-757010,Li3Fe(NiO2)4
mp-1102079,TmAsS
mp-777580,V5O12
mp-1519374,Eu2ZrFeO6
mp-1095675,CeAsS
mp-996953,CuHO2
mp-1079408,Li5In4
mp-1221807,Mn3Al2V3
mp-867251,LiZn2Pt
mp-758054,LiAgF4
mp-20404,Sm2InPd2
mp-30927,CsAs4F13
mp-1228640,B12S
mp-1280748,Y(FeO2)2
mp-1225322,Dy4Te7
mp-1222019,MgCdTe2
mp-1183404,Be3Cu
mp-1087512,TmTe3
mp-1094351,MgTi2
mp-1185058,LaPrMg2
mp-28983,Pd(PbBr3)2
mp-613612,Yb(Fe2Ge)2
mp-399,Te2Pt
mp-1173753,Na2Ga2Se3
mp-973646,Lu2ZnHg
mvc-9980,MgMn2O4
mp-12595,MoRh
mp-5884,TmPO4
mp-558134,TlF
mp-1024988,LiYb(CuP)2
mp-674328,Zn(InS2)2
mp-1183450,Ca2GaHg
mp-19434,Pr2NiO4
mp-865076,NaCd2Pt
mp-1221689,MnCoSn4
mp-755690,NbO2
mp-1113020,Cs2LiCeCl6
mp-1102609,BaSiPd
mp-20805,PdPbF4
mp-1210101,NaBe2Tl3F8
mp-753509,Li3MnOF4
mp-989543,Cs2BrCl6F
mp-1205794,Rb3HoCl6
mp-754065,Hg(SbO3)2
mp-1078645,YCoGe2
mp-1102763,LaZnPd
mp-1186295,NdCdAg2
mp-1188772,Tb5Tl3
mp-1189174,Ho3Co11B4
mp-699136,NaAlH2CO5
mp-1188834,Tb4Ge6Ir7
mp-1227278,CaCo3(SiO3)4
mp-867240,SmMgRh2
mp-1220336,Nd2Fe4Co13
mp-1102514,ScSeO3F
mp-1225628,ErCuPbS3
mp-19455,MnMoO4
mp-10765,Ho
mp-1226676,CeGa2Cu3
mp-1103566,K4ZnBi2
mp-555735,CaIrO3
mp-5475,NaTaN2
mp-1185266,LiNi3
mp-1188219,Er2Ni7
mp-779592,GdOF
mp-762292,Li4V5O10
mp-25395,Li2MnPO4F
mvc-1811,YTi4(CuO4)3
mp-1213186,EuMgGa
mp-1229065,AlCuSeS
mp-12586,SmCu
mp-558430,BaB2F8
mp-9820,CsAsF6
mp-1518432,NaEuHf2O6
mp-1112484,Cs2ScTlI6
mp-1210791,LuPPd
mp-11765,Ti5Se4
mp-775430,LiBi3(IO2)2
mp-1239306,Sr2YTlCo2O7
mp-542879,Nd12Ni6Sn
mp-553874,Ba2LaAg5S6
mp-1114649,Rb2InGaBr6
mp-753735,Li5Mn5O9F
mp-5700,Sr2Cu3O5
mp-1183350,Ba3Eu
mp-6692,Ba2PrSbO6
mvc-14721,MgVF6
mp-758329,YbCO3
mp-1176549,LiV3O6
mp-1220327,NbMo
mp-1071252,LaGa2Rh3
mp-12059,Sm(PRu)2
mp-760417,Rb4I2O
mp-861850,Li3CuNi3O8
mp-861937,Ba2AsAu
mp-1187633,YbMg
mp-2691,CdSe
mp-18922,Mn5O8
mp-1104659,Dy2MnNiO6
mp-16272,Ce(FeP3)4
mp-574338,CsGa3
mp-1222443,Li4ZnCd3
mp-1103162,TiSiPd
mp-1226019,Co5NiS8
mp-1079868,CeAlCu
mp-13920,Ba(ZnSn)2
mp-997088,KAgO2
mp-583724,Yb7Al5Ge8
mp-1205872,Pr2Ge6Pd
mp-1105271,MnBiO3
mp-22260,Y(MnSn)6
mp-20879,CaHgPb
mp-697180,Mg3In
mp-1106369,Ce2Ge5Rh3
mp-675310,Na3(VSe2)5
mp-989552,LaMoN3
mp-559528,BaTbMn2O6
mp-1026002,Te2Mo3(SeS)2
mp-1218850,Sr2CdAu3
mp-1105696,Pr(ErS2)3
mp-1105958,Yb3Co
mp-1183955,CsHS
mp-13986,Li2PtF6
mp-11254,NdAu
mp-999471,NaNdSe2
mp-867273,Be2CuIr
mp-12761,BeAu2
mp-5304,LaAlO3
mp-20333,PrMnSi
mp-1207705,TmRhO3
mp-8123,TmCuSi
mp-20835,CeSnIr
mp-1222331,LiY(MoO4)2
mp-27689,PH4Br
mp-1002568,MgMn2O4
mp-1114645,Rb2TlHgBr6
mp-1223899,HoAlNi4
mp-1276209,Na(CoO2)3
mp-2207,NbSe2
mp-25407,LiFePO4F
mp-1206300,Ce3(GeRh)4
mp-22010,Ta2CuO6
mp-1215773,Zn3In2O6
mp-1078614,LaCdPd
mp-1228165,Al5Se8
mp-998711,TlGeF3
mp-569424,Cr2B
mp-256,LaN
mp-22791,TlInTe2
mp-1206002,Er6FeBi2
mp-1207708,Y(AlFe2)4
mp-5637,SrZnO2
mp-15685,Na2CuAs
mp-975599,Pr3Er
mp-976155,HoLuRh2
mp-549695,GdBi2ClO4
mp-1520904,NaSrNbSnO6
mp-1518621,Ba2SrWO6
mp-1207007,Tm(MnSi)2
mp-1106354,Ce7Ni3
mp-8287,SmCuP2
mp-1080051,Zr6Ga2Ni
mp-1206369,ScPd2Pb
mp-1064952,NaN3
mp-1298106,LaCrAsO
mp-29763,RbMnBr3
mp-1183593,CaTmPd2
mp-1025448,YPt
mp-569120,NdPt3
mp-974866,Rb3Na
mp-1176388,Na2FeO2
mp-1094607,Li2Mg
mp-1104959,Er(GaFe)6
mp-30987,V3O5
mp-1102055,LaAs2
mp-153,Mg
mp-8952,HoAsPd
mp-1187856,YHoIr2
mp-561418,Zr3O
mp-1018152,LuAu2
mp-862657,LiCuPd2
mp-90,Cr
mp-10695,ZnS
mp-638590,MnTl2GeTe4
mp-998234,CsTlF3
mp-1247102,Mg2Cr3NiS8
mp-1208676,SrBrCl
mp-780636,Mn3O5F
mp-1225004,FeCoS4
mp-259,AlMo3
mp-567542,PbI2
mp-865092,MgGaNi2
mp-8850,Dy2S3
mp-1212851,Dy3Fe2Si7
mp-1237443,K3IrF6
mp-866115,Be2PdRh
mp-1217936,TaMn2FeO6
mp-1275541,Sr3Mn2Cu2S2O5
mp-1221622,MnCoSnRh
mp-488,CuSe
mp-1066856,AgO
mp-543024,Cs2Pd(IBr2)2
mp-1214580,Ba3Cd(SiO4)2
mp-1222296,LiSmS2
mp-19963,TiFe2Sn
mp-1219958,Pr2FeGe4
mp-4559,BaCO3
mp-34326,Li6Br3N
mp-16035,Gd2TeO2
mp-1104053,Al2HgS4
mp-5342,GaAgS2
mp-22055,TbMnO3
mp-1104103,Dy(MnAl2)4
mp-15900,Sr3Sc2Cu2S2O5
mp-33332,Co5SbO8
mp-35512,Dy5AgS8
mp-1215257,ZrRh
mp-1225062,Er2AlSi
mp-19133,YVO4
mp-1225292,Dy2CuAg3
mp-865030,HfScRu2
mp-1101808,CeSbIr
mp-1223242,La2Mn3FeSi4
mp-10636,SrSb2
mp-18950,BaCa(FeO2)4
mp-1105769,KNaNbOF5
mp-1217781,SrSmNiO4
mp-70,Rb
mp-780535,BaLu2O4
mp-556953,RbPS3
mp-1209268,RbErBeF6
mp-1187812,Zn
mp-1185985,MnBe2Ru
mp-1007664,InPd3
mp-561243,Sr2CuClO2
mp-764021,NaMn2O4
mp-1500,BaS
mp-1030520,MoW3(SeS3)2
mp-752957,Li4CrSb(WO6)2
mp-1103554,BaCa2Mg(SiO4)2
mp-4454,CeCo3B2
mp-1220549,NbAlFe
mp-753551,MnCo3O8
mp-1212755,Gd2ZnPtO6
mp-1095642,Eu2Ge
mp-20902,InAg(PSe3)2
mp-1218253,SrLa(RuO3)2
mp-1104191,Sm(MnCo2)4
mp-1209937,NdLuO3
mp-1228792,AsPPt
mp-1025301,GaPPd5
mp-40189,BaLiLaTeO6
mp-1272202,FeMoClO4
mp-29362,GaCuCl4
mp-865131,Hf2OsRh
mp-21197,NdIn3
mp-1246790,Mg2AlCr3S8
mp-865548,TiInCo2
mp-4047,Cs2SiF6
mp-1567921,Ca3CoO6
mp-862331,La2CuRu
mp-1226405,Cr4CuNiSe8
mp-1018675,DyS2
mp-10904,AlPt
mp-753643,Li2VF5
mp-997159,CrAuO2
mp-3551,TbAgTe2
mp-1284741,Ca2V3O8
mp-9922,HfS3
mp-1666963,La2MnCrO6
mp-867284,Ho2CuRh
mp-1220877,NaTi3FeO8
mp-653811,Sr2NdCu3(PbO4)2
mp-1225723,ErLu(B2Ru)2
mp-1222900,LaZrNO2
mp-1220511,Nb5Si6W5
mp-1212864,Dy5SbPd2
mp-866064,NdMgAu2
mp-1113040,Cs2KMoI6
mp-1215392,Zr5Sc5Ga6
mp-1094065,Sr2Co2O5
mp-1210641,Mg3B2Rh5
mp-1286841,Mg4FeO5
mp-23241,YBi
mp-1185041,KHg3
mp-10373,Cr3PdN
mp-1039535,Ce2Mg
mp-27743,BiF5
mp-9010,RbAuS
mp-1094297,Sr3Mg
mp-1225200,FeCoSn2
mp-8732,Ta2Se
mp-1304379,Li3MnV4O12
mp-28421,Cs2HgI4
mp-867924,LiCdPd2
mp-1094729,MgGa
mp-1520732,SrCaGdBiO6
mp-1185039,Li2CeSn
mp-1214527,Ba3Sn4Bi
mp-755336,NdIO
mp-2006,V3Ir
mp-1185143,La2CdHg
mp-1185152,La3Tb
mp-971837,ZnCdTe2
mp-1095264,OsO2
mp-23752,Cs2MgH4
mp-756177,Li4ZrNb(TeO6)2
mp-765749,Ni3OF5
mp-1206424,Sr(SiPt)2
mp-713,KAs
mp-15217,Rb2TaAgS4
mp-1018133,LiHPd
mp-1229205,Ag(OsO3)2
mp-1219264,ScTi(NiSn)2
mp-1224716,Fe2CoSe4
mp-11400,ScGaNi2
mp-1173970,Li3Co2O5
mp-12450,LiNd2OsO6
mp-1078671,Sr2CaWO6
mp-755586,NaLaO2
mp-1221662,MnAl2Cr3
mp-774,CaNi5
mp-1174153,Li5Co3O8
mp-559143,Pb3SO6
mp-1078668,NiPbO3
mp-1078834,LiRuF6
mp-1012551,BaBrCl
mp-12083,CrIr3
mp-510438,InPt
mp-23288,AlBr3
mp-755974,Na2CuO2
mp-1640785,CaLaCrNiO6
mp-865014,Mg2Cu
mp-1226518,CeNdAl4
mp-1185324,LiDy2In
mp-1222011,MgCdTe2
mp-1207525,YbNiAs
mp-556308,CrHg(PbO3)2
mp-1184955,Li2TlCd
mp-1215403,ZnHgTe2
mp-1183584,CaPrRh2
mp-556320,Cs2NaFeF6
mp-867910,LaAgAu2
mp-864978,Mg2AgAu
mp-7064,Er2Si2O7
mp-1213768,CeSi2Rh3
mp-1188062,Zr3Sc
mp-13932,Ba2DyReO6
mp-13630,Rb3NaBe2F8
mp-1214698,Ba2CaBiO6
mp-1205813,Gd2MgSi2
mp-1078635,ScGeOs
mp-1101887,Y3(CuSi)4
mp-1205953,HoBiRh
mp-7283,LaB4
mp-22428,SrCeO3
mp-22575,Sc3As2
mp-8277,Sr(CdP)2
mp-1215811,Zr3AlCo8
mp-1104248,CdH6C2I2(NO)2
mp-23225,BBr3
mp-1086669,NiP2W
mp-867904,AlGeRu2
mp-18793,LiCrO2
mp-1218498,Sr4CePrO8
mp-1209993,Nb3Co5B2
mp-7928,K2PtS2
mp-1217022,TiAlAu2
mp-753676,Ta2TiO6
mp-1103747,BaGe6
mp-10622,PrAs
mp-755455,CuTeO4
mp-1922,RuSe2
mp-5767,DyPO4
mp-1226622,CeGaAg
mp-1101,TmAs
mp-1105838,Nd5Bi3
mp-1111638,K2NaMnF6
mp-752617,LiFe(SiO3)2
mp-569333,Li2AgBi
mp-1222181,Mn12Pt4N
mvc-11272,Mg(MnS2)4
mp-1077251,Er2SiRh3
mp-1105327,Cr5Si3C
mp-760679,Cu3OF5
mp-977405,LiLu2Rh
mp-23324,BiSBr
mp-20711,Fe3Ge
mp-1218920,SnSb
mp-1220424,Nb6SnSe8
mp-1071230,Zr2Sb3Pd
mp-1228611,Al2PbSe4
mp-1218336,SrCaZn2
mp-15783,KSmS2
mp-557794,Yb3SiO
mp-1187658,Tm5Mg
mp-1222274,LiSmS2
mp-253,ScCo2
mp-979986,BaCaYb2
mp-1187525,Ti3Si
mvc-15827,MgTiF5
mp-972993,LiSmAu2
mp-22028,GdMgPt
mp-974399,HoNiGe2
mp-756174,Li2V2SiGeO10
mp-865829,Lu2CuIr
mp-754128,Ba3Hf2O7
mp-1516358,BaNaBiWO6
mp-1101809,SrCdGe
mp-15958,Nb3VS6
mp-16431,Nd(FeP3)4
mp-1187627,YbNdAu2
mp-28688,SrHgO2
mp-568895,BaSbAu
mp-22662,TiGaPt
mp-756871,Li4Ni3TeO8
mp-1221934,MgTaN2
mp-1223,La4Sb3
mp-1114664,Rb3AsCl6
mp-752437,SmInO3
mp-1079335,Er(NiB)2
mp-1184420,Eu5Mg
mp-29515,PH2F3
mp-569426,SrZn2
mp-1030566,MoW3(SeS)4
mp-1030459,Te2Mo2SeS
mp-1114496,Rb3FeF6
mp-1029444,KCoN
mp-1105767,MnO2
mp-861619,TiZnPt2
mp-865728,Ti2ReNi
mp-1189779,Pr2Ni7
mp-1071694,TmZnGa
mp-1028843,Te3MoWSe
mp-752743,Li2MnPO5
mp-630862,Yb2Pt2Pb
mp-13171,YMgCu
mp-1184247,Eu2ZnHg
mp-28809,TlBS3
mp-20242,RbMnAs
mp-1540000,BaGaH5
mp-559931,VF3
mp-484,Te3As2
mp-1185408,LiPrZn2
mp-1179258,Sr2CaWO6
mp-2758,SrSe
mp-1226933,Cd3Ag
mp-1189166,TmGePd2
mp-20487,La3Ga
mp-572,SmCd
mp-862737,LiHgPd2
mp-27713,VBr2O
mp-1188841,BaNb2V2O11
mp-4478,CaSiPt
mp-1206019,Ce4SiI5
mp-760367,VOF3
mp-1223347,KSbWO6
mp-8780,Cr2N
mp-2541,SmTl
mp-755350,BaLaI5
mp-568186,YRu2
mp-867782,MnOF
mp-11021,GaAuO2
mp-30146,CaSn2F6
mp-569082,Sm(Sb3Os)4
mp-1565491,LiV2NiO6
mp-1185195,La2InAg
mp-1207198,Yb(ZnGe)2
mp-37906,LiMgN
mp-19870,GaFe3
mp-561808,YbBi2ClO4
mp-1224508,Hf4(Ru4C)3
mp-1185425,LiSiAg2
mp-568890,Tl2CdGeTe4
mp-1216772,V2Co9Mo
mp-1185538,Cs3As
mp-14659,KAsSe2
mp-7882,Ba(AgSn)2
mp-1102601,SmGaPd
mp-1228820,CsHgBrCl2
mp-753510,Sb3O4F
mp-865882,Li2SmIn
mp-21297,LiSn4Ru
mp-21077,LaNiGe2
mp-1245913,Mg(InN)2
mp-1217907,TaNb(AgO3)2
mp-1207675,TmSiIr
mp-2776,Ga2Au
mp-1188121,CsP(HO2)2
mp-27768,Co(BW)3
mp-28118,AlSbI6
mp-8583,Ba(PRh)2
mp-1216603,Tm2FeSi4
mp-1111273,K2LiEuCl6
mp-24818,LiBeH3
mp-1222137,Mg3HgAu2
mp-1129,ScIr
mp-1216229,VRe
mp-2330,Nb2Se3
mp-867737,LaMgI5
mp-29982,Nb7(B2C)3
mp-972236,V2MoW
mp-989574,Cs2NaSrF6
mp-1113047,Cs2KScBr6
mp-8543,Na3AlAs2
mp-1209786,Nd2MgPtO6
mp-1222825,Lu4Zr3O12
mp-1213085,Dy2MgTiO6
mp-1112688,Cs2LiCeBr6
mp-1029236,Te3MoWSe
mp-1029189,Te6MoW3S2
mp-18969,FeCO3
mvc-11655,MgMn4O8
mp-1184328,EuMgZn2
mp-1183566,CaTbHg2
mp-22313,Na2PtO2
mp-1221525,Mo2N
mp-22752,FeSn2
mp-1185481,LiSmIn2
mp-557997,CaSeO3
mp-1219068,SmFeCo
mp-27363,BaVSe3
mp-754650,Li2V3NiO8
mp-1185608,LaGd3
mp-1225936,CsHgSbSe3
mp-1205742,Tl3CrF6
mp-1227983,BaGa2GeS6
mp-1757,DyFe2
mp-760580,Li2AgF3
mp-1111577,K2TlInCl6
mp-1183727,CeMgCd2
mp-865001,HfScOs2
mp-555296,YbTaO4
mp-29111,Al2Fe3Si4
mp-1288892,NaV2O4
mp-1172,MgRh
mp-1026946,Mo3W(SeS3)2
mp-27063,Li2CuPO4
mp-569496,Ce(SiAu2)2
mp-1103583,Tl(MoSe)3
mp-1220155,NdAlSi
mp-974058,LiCu3
mp-997504,Cu3OF5
mp-1223003,La4HoC10
mp-1102139,NdSb2
mp-1025352,Ce2C(NO)2
mp-570324,Rb2TeBr6
mp-9905,Ba2Si
mp-762011,LiCrCoO4
mp-1225028,FeCo(BiO3)2
mp-756213,Li8BiS6
mp-1220236,Nd3Si3Ni
mp-989564,LaOsN3
mp-1184070,Dy2ZnPt
mp-1216108,Y4CdS7
mp-6179,KLiSO4
mp-1224435,Hf2V3Ru
mp-1112027,K2TlHgCl6
mp-23126,KAs4IO6
mp-1517814,BaCeEuZrO6
mp-849466,Mn3O5F
mp-11299,Cd2Hg
mp-19107,LiMnVO4
mp-1030375,Te3MoWSe
mp-1222647,Li2MgGa
mp-11374,DyTl
mp-1112923,Cs2ScAuI6
mp-1225192,GdFe11W
mp-1027471,TeMo2SeS2
mp-29443,PI2
mp-600000,SiO2
mp-1018124,Ti2Rh
mp-1207104,Cs2KHoCl6
mp-1217491,Ti2FeB2RuRh4
